date,k_max_helsinki,ak_helsinki,n_missing_k
1852-10-10,,,8
1852-10-11,,,8
1852-10-12,,,8
1852-10-13,,,8
1852-10-14,0.0,0.0,6
1852-10-15,2.0,4.0,2
1852-10-16,5.0,13.0,0
1852-10-17,5.0,13.0,0
1852-10-18,7.0,32.0,0
1852-10-19,5.0,13.0,0
1852-10-20,5.0,22.0,0
1852-10-21,6.0,41.0,0
1852-10-22,3.0,7.0,1
1852-10-23,4.0,8.0,2
1852-10-24,4.0,8.0,0
1852-10-25,2.0,3.0,0
1852-10-26,2.0,2.0,0
1852-10-27,3.0,8.0,0
1852-10-28,2.0,3.0,0
1852-10-29,5.0,11.0,0
1852-10-30,5.0,17.0,0
1852-10-31,5.0,20.0,0
1852-11-01,5.0,24.0,0
1852-11-02,5.0,16.0,0
1852-11-03,5.0,15.0,0
1852-11-04,3.0,9.0,0
1852-11-05,5.0,16.0,0
1852-11-06,3.0,8.0,0
1852-11-07,3.0,8.0,0
1852-11-08,2.0,2.0,0
1852-11-09,3.0,4.0,0
1852-11-10,4.0,8.0,0
1852-11-11,8.0,43.0,1
1852-11-12,5.0,36.0,0
1852-11-13,5.0,29.0,0
1852-11-14,5.0,26.0,0
1852-11-15,4.0,12.0,0
1852-11-16,3.0,6.0,0
1852-11-17,4.0,13.0,0
1852-11-18,4.0,9.0,0
1852-11-19,4.0,5.0,0
1852-11-20,3.0,5.0,0
1852-11-21,1.0,0.0,0
1852-11-22,2.0,3.0,0
1852-11-23,3.0,5.0,0
1852-11-24,4.0,9.0,0
1852-11-25,4.0,11.0,0
1852-11-26,4.0,15.0,0
1852-11-27,4.0,14.0,0
1852-11-28,2.0,6.0,0
1852-11-29,2.0,1.0,0
1852-11-30,3.0,3.0,0
1852-12-01,4.0,15.0,0
1852-12-02,4.0,10.0,0
1852-12-03,4.0,9.0,0
1852-12-04,3.0,7.0,0
1852-12-05,3.0,4.0,0
1852-12-06,4.0,13.0,0
1852-12-07,3.0,5.0,0
1852-12-08,4.0,8.0,0
1852-12-09,3.0,8.0,0
1852-12-10,5.0,23.0,0
1852-12-11,5.0,15.0,0
1852-12-12,5.0,20.0,0
1852-12-13,6.0,25.0,0
1852-12-14,5.0,17.0,0
1852-12-15,3.0,4.0,0
1852-12-16,2.0,2.0,0
1852-12-17,2.0,3.0,0
1852-12-18,5.0,15.0,0
1852-12-19,5.0,13.0,0
1852-12-20,3.0,6.0,0
1852-12-21,3.0,3.0,0
1852-12-22,5.0,7.0,0
1852-12-23,4.0,12.0,0
1852-12-24,7.0,36.0,0
1852-12-25,6.0,21.0,0
1852-12-26,5.0,13.0,0
1852-12-27,2.0,3.0,0
1852-12-28,3.0,4.0,0
1852-12-29,4.0,20.0,0
1852-12-30,7.0,29.0,0
1852-12-31,1.0,2.0,0
1853-01-01,3.0,5.0,0
1853-01-02,3.0,7.0,0
1853-01-03,3.0,6.0,0
1853-01-04,3.0,10.0,0
1853-01-05,1.0,0.0,0
1853-01-06,3.0,9.0,0
1853-01-07,4.0,14.0,0
1853-01-08,4.0,16.0,0
1853-01-09,5.0,21.0,0
1853-01-10,6.0,25.0,0
1853-01-11,4.0,11.0,0
1853-01-12,4.0,6.0,0
1853-01-13,4.0,17.0,0
1853-01-14,5.0,17.0,0
1853-01-15,4.0,12.0,0
1853-01-16,3.0,5.0,0
1853-01-17,5.0,13.0,0
1853-01-18,3.0,6.0,0
1853-01-19,4.0,19.0,0
1853-01-20,2.0,1.0,0
1853-01-21,4.0,12.0,0
1853-01-22,3.0,3.0,0
1853-01-23,1.0,0.0,0
1853-01-24,3.0,6.0,0
1853-01-25,3.0,7.0,0
1853-01-26,3.0,6.0,0
1853-01-27,2.0,3.0,0
1853-01-28,3.0,7.0,0
1853-01-29,3.0,3.0,0
1853-01-30,3.0,8.0,0
1853-01-31,4.0,9.0,0
1853-02-01,3.0,6.0,0
1853-02-02,4.0,17.0,0
1853-02-03,2.0,4.0,0
1853-02-04,4.0,14.0,0
1853-02-05,5.0,10.0,0
1853-02-06,3.0,9.0,0
1853-02-07,3.0,4.0,0
1853-02-08,4.0,8.0,0
1853-02-09,2.0,4.0,0
1853-02-10,4.0,7.0,0
1853-02-11,3.0,5.0,0
1853-02-12,3.0,4.0,0
1853-02-13,2.0,4.0,0
1853-02-14,6.0,25.0,0
1853-02-15,4.0,12.0,0
1853-02-16,3.0,10.0,0
1853-02-17,4.0,18.0,0
1853-02-18,4.0,5.0,0
1853-02-19,3.0,3.0,0
1853-02-20,3.0,5.0,0
1853-02-21,5.0,17.0,0
1853-02-22,4.0,9.0,0
1853-02-23,5.0,8.0,0
1853-02-24,3.0,4.0,0
1853-02-25,2.0,4.0,0
1853-02-26,2.0,4.0,0
1853-02-27,3.0,3.0,0
1853-02-28,4.0,11.0,0
1853-03-01,4.0,14.0,0
1853-03-02,4.0,11.0,0
1853-03-03,5.0,12.0,0
1853-03-04,6.0,18.0,0
1853-03-05,3.0,7.0,0
1853-03-06,4.0,12.0,0
1853-03-07,6.0,19.0,0
1853-03-08,6.0,33.0,0
1853-03-09,7.0,42.0,0
1853-03-10,6.0,20.0,0
1853-03-11,5.0,26.0,0
1853-03-12,6.0,29.0,0
1853-03-13,5.0,24.0,0
1853-03-14,3.0,6.0,0
1853-03-15,5.0,21.0,0
1853-03-16,2.0,6.0,0
1853-03-17,6.0,12.0,0
1853-03-18,4.0,13.0,0
1853-03-19,3.0,6.0,0
1853-03-20,2.0,3.0,0
1853-03-21,1.0,1.0,0
1853-03-22,2.0,3.0,0
1853-03-23,2.0,4.0,0
1853-03-24,4.0,9.0,0
1853-03-25,3.0,11.0,0
1853-03-26,3.0,10.0,0
1853-03-27,5.0,18.0,0
1853-03-28,5.0,18.0,0
1853-03-29,4.0,9.0,0
1853-03-30,5.0,16.0,0
1853-03-31,5.0,18.0,0
1853-04-01,4.0,16.0,0
1853-04-02,5.0,14.0,0
1853-04-03,3.0,4.0,0
1853-04-04,3.0,4.0,0
1853-04-05,7.0,40.0,0
1853-04-06,7.0,53.0,0
1853-04-07,6.0,40.0,0
1853-04-08,5.0,19.0,0
1853-04-09,6.0,41.0,0
1853-04-10,5.0,18.0,0
1853-04-11,3.0,9.0,0
1853-04-12,5.0,22.0,0
1853-04-13,5.0,15.0,0
1853-04-14,3.0,5.0,0
1853-04-15,3.0,5.0,0
1853-04-16,2.0,2.0,0
1853-04-17,3.0,5.0,0
1853-04-18,4.0,12.0,0
1853-04-19,4.0,12.0,0
1853-04-20,3.0,7.0,0
1853-04-21,4.0,9.0,0
1853-04-22,5.0,19.0,0
1853-04-23,4.0,12.0,0
1853-04-24,4.0,9.0,0
1853-04-25,4.0,9.0,0
1853-04-26,3.0,5.0,0
1853-04-27,4.0,7.0,0
1853-04-28,2.0,4.0,0
1853-04-29,2.0,3.0,0
1853-04-30,5.0,15.0,0
1853-05-01,3.0,7.0,0
1853-05-02,5.0,17.0,0
1853-05-03,7.0,66.0,0
1853-05-04,7.0,47.0,0
1853-05-05,5.0,32.0,0
1853-05-06,4.0,11.0,0
1853-05-07,5.0,29.0,0
1853-05-08,5.0,22.0,0
1853-05-09,4.0,8.0,0
1853-05-10,3.0,6.0,0
1853-05-11,3.0,8.0,0
1853-05-12,3.0,7.0,0
1853-05-13,4.0,9.0,0
1853-05-14,2.0,2.0,0
1853-05-15,5.0,12.0,0
1853-05-16,1.0,2.0,0
1853-05-17,3.0,8.0,0
1853-05-18,4.0,7.0,0
1853-05-19,5.0,19.0,0
1853-05-20,4.0,8.0,0
1853-05-21,3.0,8.0,0
1853-05-22,2.0,2.0,0
1853-05-23,4.0,14.0,0
1853-05-24,7.0,39.0,0
1853-05-25,8.0,94.0,0
1853-05-26,3.0,6.0,0
1853-05-27,2.0,3.0,0
1853-05-28,5.0,18.0,0
1853-05-29,4.0,13.0,0
1853-05-30,5.0,29.0,0
1853-05-31,4.0,16.0,0
1853-06-01,4.0,13.0,0
1853-06-02,7.0,76.0,0
1853-06-03,5.0,22.0,0
1853-06-04,4.0,9.0,0
1853-06-05,3.0,11.0,0
1853-06-06,3.0,9.0,0
1853-06-07,4.0,14.0,0
1853-06-08,4.0,6.0,0
1853-06-09,4.0,7.0,0
1853-06-10,4.0,7.0,0
1853-06-11,2.0,4.0,0
1853-06-12,4.0,14.0,0
1853-06-13,3.0,6.0,0
1853-06-14,7.0,27.0,0
1853-06-15,6.0,34.0,0
1853-06-16,3.0,6.0,0
1853-06-17,3.0,8.0,0
1853-06-18,3.0,7.0,0
1853-06-19,6.0,20.0,0
1853-06-20,3.0,6.0,0
1853-06-21,5.0,19.0,0
1853-06-22,6.0,24.0,0
1853-06-23,6.0,21.0,0
1853-06-24,3.0,4.0,0
1853-06-25,3.0,7.0,0
1853-06-26,4.0,10.0,0
1853-06-27,5.0,19.0,0
1853-06-28,5.0,26.0,0
1853-06-29,4.0,13.0,0
1853-06-30,4.0,16.0,0
1853-07-01,4.0,13.0,0
1853-07-02,5.0,20.0,0
1853-07-03,3.0,8.0,0
1853-07-04,2.0,3.0,0
1853-07-05,3.0,4.0,0
1853-07-06,2.0,4.0,0
1853-07-07,3.0,5.0,0
1853-07-08,5.0,13.0,0
1853-07-09,3.0,4.0,0
1853-07-10,4.0,15.0,0
1853-07-11,5.0,14.0,0
1853-07-12,7.0,45.0,1
1853-07-13,7.0,48.0,0
1853-07-14,5.0,15.0,0
1853-07-15,6.0,25.0,0
1853-07-16,4.0,11.0,0
1853-07-17,4.0,8.0,0
1853-07-18,5.0,18.0,0
1853-07-19,4.0,7.0,0
1853-07-20,3.0,6.0,0
1853-07-21,2.0,3.0,0
1853-07-22,4.0,15.0,0
1853-07-23,6.0,29.0,0
1853-07-24,4.0,15.0,0
1853-07-25,4.0,11.0,0
1853-07-26,5.0,18.0,0
1853-07-27,4.0,13.0,0
1853-07-28,5.0,22.0,0
1853-07-29,4.0,15.0,0
1853-07-30,4.0,14.0,0
1853-07-31,5.0,11.0,0
1853-08-01,3.0,9.0,1
1853-08-02,4.0,9.0,2
1853-08-03,3.0,7.0,2
1853-08-04,2.0,3.0,2
1853-08-05,3.0,6.0,2
1853-08-06,3.0,6.0,2
1853-08-07,5.0,21.0,2
1853-08-08,2.0,4.0,2
1853-08-09,4.0,15.0,2
1853-08-10,3.0,5.0,2
1853-08-11,3.0,8.0,2
1853-08-12,3.0,8.0,2
1853-08-13,3.0,7.0,2
1853-08-14,3.0,8.0,2
1853-08-15,2.0,4.0,2
1853-08-16,3.0,5.0,2
1853-08-17,4.0,8.0,2
1853-08-18,2.0,4.0,2
1853-08-19,4.0,14.0,2
1853-08-20,5.0,13.0,2
1853-08-21,3.0,9.0,2
1853-08-22,5.0,30.0,2
1853-08-23,3.0,14.0,2
1853-08-24,4.0,15.0,2
1853-08-25,4.0,10.0,2
1853-08-26,4.0,18.0,2
1853-08-27,4.0,12.0,2
1853-08-28,4.0,8.0,2
1853-08-29,1.0,3.0,2
1853-08-30,3.0,4.0,2
1853-08-31,3.0,6.0,2
1853-09-01,4.0,9.0,1
1853-09-02,8.0,121.0,0
1853-09-03,6.0,49.0,0
1853-09-04,5.0,25.0,0
1853-09-05,3.0,4.0,0
1853-09-06,8.0,52.0,0
1853-09-07,8.0,51.0,0
1853-09-08,2.0,3.0,0
1853-09-09,3.0,7.0,0
1853-09-10,2.0,2.0,0
1853-09-11,3.0,8.0,0
1853-09-12,3.0,7.0,0
1853-09-13,2.0,2.0,0
1853-09-14,5.0,16.0,0
1853-09-15,4.0,8.0,0
1853-09-16,4.0,12.0,0
1853-09-17,2.0,3.0,0
1853-09-18,6.0,18.0,0
1853-09-19,5.0,18.0,0
1853-09-20,4.0,12.0,0
1853-09-21,4.0,7.0,0
1853-09-22,3.0,3.0,0
1853-09-23,3.0,5.0,0
1853-09-24,1.0,1.0,0
1853-09-25,3.0,4.0,0
1853-09-26,4.0,10.0,0
1853-09-27,3.0,8.0,0
1853-09-28,7.0,37.0,0
1853-09-29,4.0,10.0,0
1853-09-30,5.0,12.0,0
1853-10-01,4.0,14.0,0
1853-10-02,3.0,5.0,0
1853-10-03,2.0,4.0,0
1853-10-04,1.0,2.0,0
1853-10-05,3.0,4.0,0
1853-10-06,2.0,3.0,0
1853-10-07,2.0,1.0,0
1853-10-08,2.0,4.0,0
1853-10-09,3.0,4.0,0
1853-10-10,4.0,10.0,0
1853-10-11,3.0,5.0,0
1853-10-12,1.0,2.0,0
1853-10-13,2.0,3.0,0
1853-10-14,4.0,15.0,0
1853-10-15,3.0,4.0,0
1853-10-16,3.0,6.0,0
1853-10-17,5.0,18.0,0
1853-10-18,3.0,11.0,0
1853-10-19,2.0,4.0,0
1853-10-20,3.0,4.0,0
1853-10-21,3.0,10.0,0
1853-10-22,2.0,3.0,0
1853-10-23,4.0,14.0,0
1853-10-24,4.0,13.0,0
1853-10-25,5.0,17.0,0
1853-10-26,3.0,5.0,0
1853-10-27,3.0,8.0,0
1853-10-28,2.0,3.0,0
1853-10-29,2.0,3.0,0
1853-10-30,5.0,15.0,0
1853-10-31,7.0,42.0,0
1853-11-01,4.0,10.0,0
1853-11-02,3.0,4.0,0
1853-11-03,3.0,4.0,0
1853-11-04,3.0,3.0,0
1853-11-05,1.0,1.0,0
1853-11-06,1.0,1.0,0
1853-11-07,3.0,5.0,0
1853-11-08,6.0,22.0,0
1853-11-09,4.0,11.0,0
1853-11-10,6.0,29.0,0
1853-11-11,3.0,8.0,0
1853-11-12,3.0,7.0,0
1853-11-13,4.0,8.0,0
1853-11-14,2.0,4.0,0
1853-11-15,1.0,0.0,0
1853-11-16,4.0,11.0,0
1853-11-17,2.0,5.0,0
1853-11-18,4.0,8.0,0
1853-11-19,3.0,5.0,0
1853-11-20,3.0,5.0,0
1853-11-21,3.0,4.0,0
1853-11-22,5.0,15.0,0
1853-11-23,3.0,6.0,0
1853-11-24,2.0,2.0,0
1853-11-25,3.0,4.0,0
1853-11-26,2.0,3.0,0
1853-11-27,4.0,7.0,0
1853-11-28,3.0,6.0,0
1853-11-29,3.0,5.0,0
1853-11-30,3.0,5.0,0
1853-12-01,2.0,3.0,0
1853-12-02,3.0,7.0,0
1853-12-03,3.0,8.0,0
1853-12-04,4.0,11.0,0
1853-12-05,4.0,16.0,0
1853-12-06,8.0,58.0,0
1853-12-07,5.0,19.0,0
1853-12-08,4.0,6.0,0
1853-12-09,1.0,1.0,0
1853-12-10,2.0,3.0,0
1853-12-11,2.0,2.0,0
1853-12-12,1.0,1.0,0
1853-12-13,6.0,25.0,0
1853-12-14,3.0,10.0,0
1853-12-15,3.0,5.0,0
1853-12-16,4.0,12.0,0
1853-12-17,4.0,9.0,0
1853-12-18,4.0,11.0,0
1853-12-19,3.0,4.0,0
1853-12-20,4.0,11.0,0
1853-12-21,7.0,36.0,0
1853-12-22,3.0,8.0,0
1853-12-23,4.0,17.0,0
1853-12-24,5.0,20.0,0
1853-12-25,4.0,14.0,0
1853-12-26,2.0,2.0,0
1853-12-27,1.0,1.0,0
1853-12-28,3.0,5.0,0
1853-12-29,4.0,12.0,0
1853-12-30,2.0,3.0,0
1853-12-31,4.0,10.0,0
1854-01-01,5.0,13.0,0
1854-01-02,8.0,62.0,0
1854-01-03,6.0,26.0,0
1854-01-04,3.0,4.0,0
1854-01-05,3.0,5.0,0
1854-01-06,1.0,1.0,0
1854-01-07,4.0,8.0,0
1854-01-08,5.0,24.0,0
1854-01-09,3.0,5.0,0
1854-01-10,2.0,2.0,0
1854-01-11,3.0,4.0,0
1854-01-12,4.0,16.0,0
1854-01-13,4.0,16.0,0
1854-01-14,4.0,11.0,0
1854-01-15,4.0,10.0,0
1854-01-16,5.0,16.0,0
1854-01-17,6.0,22.0,0
1854-01-18,4.0,13.0,0
1854-01-19,5.0,17.0,0
1854-01-20,6.0,31.0,0
1854-01-21,4.0,10.0,0
1854-01-22,2.0,3.0,0
1854-01-23,3.0,7.0,0
1854-01-24,3.0,7.0,0
1854-01-25,2.0,2.0,0
1854-01-26,4.0,8.0,0
1854-01-27,1.0,1.0,0
1854-01-28,4.0,6.0,0
1854-01-29,6.0,21.0,0
1854-01-30,6.0,24.0,0
1854-01-31,4.0,11.0,0
1854-02-01,3.0,7.0,0
1854-02-02,3.0,4.0,0
1854-02-03,4.0,6.0,0
1854-02-04,5.0,20.0,0
1854-02-05,5.0,26.0,0
1854-02-06,4.0,11.0,0
1854-02-07,4.0,7.0,1
1854-02-08,3.0,7.0,0
1854-02-09,4.0,8.0,0
1854-02-10,7.0,35.0,0
1854-02-11,6.0,25.0,0
1854-02-12,5.0,19.0,0
1854-02-13,5.0,15.0,0
1854-02-14,5.0,18.0,0
1854-02-15,5.0,32.0,0
1854-02-16,5.0,21.0,0
1854-02-17,6.0,32.0,0
1854-02-18,4.0,10.0,0
1854-02-19,3.0,6.0,0
1854-02-20,3.0,6.0,0
1854-02-21,2.0,4.0,0
1854-02-22,2.0,5.0,0
1854-02-23,3.0,5.0,0
1854-02-24,6.0,22.0,0
1854-02-25,5.0,29.0,0
1854-02-26,5.0,17.0,0
1854-02-27,5.0,19.0,0
1854-02-28,5.0,23.0,0
1854-03-01,3.0,10.0,0
1854-03-02,2.0,4.0,0
1854-03-03,5.0,22.0,0
1854-03-04,4.0,15.0,0
1854-03-05,4.0,8.0,0
1854-03-06,6.0,21.0,0
1854-03-07,5.0,21.0,0
1854-03-08,3.0,5.0,0
1854-03-09,5.0,16.0,0
1854-03-10,2.0,3.0,0
1854-03-11,2.0,3.0,0
1854-03-12,2.0,3.0,0
1854-03-13,4.0,11.0,0
1854-03-14,5.0,14.0,0
1854-03-15,6.0,16.0,0
1854-03-16,7.0,51.0,0
1854-03-17,6.0,23.0,0
1854-03-18,3.0,11.0,0
1854-03-19,2.0,2.0,0
1854-03-20,3.0,5.0,0
1854-03-21,4.0,6.0,0
1854-03-22,4.0,10.0,0
1854-03-23,2.0,3.0,0
1854-03-24,3.0,7.0,0
1854-03-25,4.0,9.0,0
1854-03-26,6.0,26.0,0
1854-03-27,3.0,10.0,0
1854-03-28,7.0,60.0,0
1854-03-29,5.0,25.0,0
1854-03-30,5.0,20.0,0
1854-03-31,5.0,22.0,0
1854-04-01,4.0,9.0,0
1854-04-02,3.0,7.0,0
1854-04-03,5.0,16.0,0
1854-04-04,3.0,4.0,0
1854-04-05,4.0,10.0,0
1854-04-06,4.0,7.0,0
1854-04-07,4.0,8.0,0
1854-04-08,3.0,6.0,0
1854-04-09,2.0,5.0,0
1854-04-10,5.0,15.0,0
1854-04-11,8.0,107.0,0
1854-04-12,3.0,5.0,0
1854-04-13,3.0,5.0,0
1854-04-14,7.0,34.0,0
1854-04-15,5.0,16.0,0
1854-04-16,1.0,3.0,0
1854-04-17,3.0,3.0,0
1854-04-18,2.0,4.0,0
1854-04-19,7.0,34.0,0
1854-04-20,5.0,21.0,0
1854-04-21,5.0,21.0,0
1854-04-22,6.0,21.0,0
1854-04-23,6.0,25.0,0
1854-04-24,6.0,37.0,0
1854-04-25,5.0,11.0,0
1854-04-26,3.0,6.0,0
1854-04-27,4.0,18.0,0
1854-04-28,5.0,19.0,0
1854-04-29,3.0,6.0,0
1854-04-30,5.0,24.0,0
1854-05-01,4.0,13.0,0
1854-05-02,3.0,8.0,0
1854-05-03,3.0,6.0,0
1854-05-04,3.0,8.0,0
1854-05-05,5.0,23.0,0
1854-05-06,2.0,2.0,0
1854-05-07,2.0,2.0,0
1854-05-08,5.0,9.0,0
1854-05-09,4.0,11.0,0
1854-05-10,3.0,8.0,0
1854-05-11,4.0,14.0,0
1854-05-12,3.0,9.0,0
1854-05-13,3.0,6.0,0
1854-05-14,3.0,5.0,0
1854-05-15,6.0,40.0,0
1854-05-16,6.0,26.0,0
1854-05-17,6.0,34.0,0
1854-05-18,2.0,6.0,0
1854-05-19,3.0,6.0,0
1854-05-20,4.0,12.0,0
1854-05-21,4.0,18.0,0
1854-05-22,4.0,6.0,0
1854-05-23,3.0,6.0,0
1854-05-24,3.0,9.0,0
1854-05-25,6.0,26.0,0
1854-05-26,5.0,20.0,0
1854-05-27,5.0,19.0,0
1854-05-28,4.0,17.0,0
1854-05-29,4.0,16.0,0
1854-05-30,4.0,9.0,0
1854-05-31,4.0,12.0,0
1854-06-01,4.0,16.0,0
1854-06-02,3.0,6.0,0
1854-06-03,2.0,4.0,0
1854-06-04,3.0,8.0,0
1854-06-05,2.0,4.0,0
1854-06-06,2.0,4.0,0
1854-06-07,3.0,8.0,0
1854-06-08,2.0,4.0,0
1854-06-09,2.0,3.0,0
1854-06-10,3.0,6.0,0
1854-06-11,3.0,8.0,0
1854-06-12,4.0,16.0,0
1854-06-13,5.0,20.0,0
1854-06-14,4.0,12.0,0
1854-06-15,4.0,14.0,0
1854-06-16,4.0,10.0,0
1854-06-17,5.0,19.0,0
1854-06-18,2.0,6.0,0
1854-06-19,2.0,5.0,0
1854-06-20,3.0,5.0,0
1854-06-21,2.0,4.0,0
1854-06-22,2.0,3.0,0
1854-06-23,5.0,20.0,0
1854-06-24,4.0,11.0,0
1854-06-25,2.0,6.0,0
1854-06-26,2.0,2.0,0
1854-06-27,3.0,6.0,0
1854-06-28,2.0,2.0,1
1854-06-29,3.0,6.0,0
1854-06-30,3.0,6.0,0
1854-07-01,2.0,3.0,0
1854-07-02,4.0,11.0,0
1854-07-03,4.0,14.0,0
1854-07-04,3.0,7.0,0
1854-07-05,2.0,2.0,0
1854-07-06,2.0,2.0,0
1854-07-07,3.0,6.0,0
1854-07-08,5.0,20.0,0
1854-07-09,5.0,25.0,0
1854-07-10,6.0,37.0,0
1854-07-11,7.0,45.0,0
1854-07-12,3.0,8.0,0
1854-07-13,4.0,11.0,0
1854-07-14,3.0,6.0,0
1854-07-15,4.0,10.0,0
1854-07-16,4.0,10.0,0
1854-07-17,3.0,5.0,0
1854-07-18,3.0,4.0,0
1854-07-19,3.0,5.0,0
1854-07-20,2.0,3.0,0
1854-07-21,3.0,4.0,0
1854-07-22,3.0,4.0,0
1854-07-23,4.0,8.0,0
1854-07-24,3.0,8.0,0
1854-07-25,4.0,9.0,0
1854-07-26,3.0,7.0,0
1854-07-27,5.0,16.0,0
1854-07-28,3.0,5.0,0
1854-07-29,3.0,8.0,0
1854-07-30,3.0,8.0,0
1854-07-31,2.0,4.0,0
1854-08-01,2.0,2.0,0
1854-08-02,2.0,2.0,0
1854-08-03,5.0,16.0,0
1854-08-04,5.0,17.0,0
1854-08-05,4.0,13.0,0
1854-08-06,4.0,13.0,0
1854-08-07,3.0,8.0,0
1854-08-08,3.0,7.0,0
1854-08-09,3.0,9.0,0
1854-08-10,3.0,4.0,0
1854-08-11,3.0,7.0,0
1854-08-12,3.0,6.0,0
1854-08-13,1.0,2.0,0
1854-08-14,3.0,5.0,0
1854-08-15,2.0,2.0,0
1854-08-16,2.0,3.0,0
1854-08-17,3.0,5.0,0
1854-08-18,3.0,3.0,0
1854-08-19,3.0,6.0,0
1854-08-20,5.0,17.0,0
1854-08-21,5.0,21.0,0
1854-08-22,3.0,6.0,0
1854-08-23,2.0,4.0,0
1854-08-24,2.0,4.0,0
1854-08-25,3.0,9.0,0
1854-08-26,5.0,14.0,0
1854-08-27,3.0,4.0,0
1854-08-28,3.0,4.0,0
1854-08-29,3.0,2.0,0
1854-08-30,3.0,7.0,0
1854-08-31,4.0,12.0,0
1854-09-01,4.0,13.0,0
1854-09-02,3.0,7.0,0
1854-09-03,4.0,7.0,0
1854-09-04,2.0,3.0,0
1854-09-05,2.0,3.0,0
1854-09-06,3.0,5.0,0
1854-09-07,1.0,2.0,0
1854-09-08,3.0,5.0,0
1854-09-09,3.0,7.0,0
1854-09-10,2.0,5.0,0
1854-09-11,6.0,46.0,0
1854-09-12,4.0,8.0,0
1854-09-13,3.0,9.0,0
1854-09-14,4.0,11.0,0
1854-09-15,3.0,6.0,0
1854-09-16,4.0,10.0,0
1854-09-17,3.0,7.0,0
1854-09-18,3.0,7.0,0
1854-09-19,3.0,5.0,0
1854-09-20,2.0,2.0,0
1854-09-21,3.0,5.0,0
1854-09-22,3.0,9.0,2
1854-09-23,2.0,4.0,0
1854-09-24,3.0,4.0,0
1854-09-25,4.0,12.0,0
1854-09-26,3.0,6.0,0
1854-09-27,7.0,24.0,0
1854-09-28,5.0,17.0,0
1854-09-29,4.0,6.0,0
1854-09-30,3.0,7.0,0
1854-10-01,2.0,3.0,0
1854-10-02,2.0,4.0,0
1854-10-03,2.0,3.0,0
1854-10-04,3.0,4.0,0
1854-10-05,2.0,2.0,0
1854-10-06,3.0,4.0,0
1854-10-07,4.0,10.0,0
1854-10-08,6.0,36.0,0
1854-10-09,6.0,17.0,0
1854-10-10,4.0,6.0,0
1854-10-11,1.0,1.0,0
1854-10-12,4.0,15.0,0
1854-10-13,5.0,14.0,0
1854-10-14,2.0,3.0,0
1854-10-15,2.0,5.0,0
1854-10-16,2.0,4.0,0
1854-10-17,2.0,2.0,0
1854-10-18,3.0,8.0,0
1854-10-19,4.0,9.0,0
1854-10-20,2.0,3.0,0
1854-10-21,3.0,4.0,0
1854-10-22,3.0,3.0,0
1854-10-23,2.0,3.0,0
1854-10-24,5.0,16.0,0
1854-10-25,6.0,25.0,0
1854-10-26,3.0,9.0,0
1854-10-27,3.0,5.0,0
1854-10-28,2.0,2.0,0
1854-10-29,2.0,2.0,0
1854-10-30,2.0,3.0,0
1854-10-31,1.0,1.0,0
1854-11-01,3.0,7.0,0
1854-11-02,3.0,8.0,0
1854-11-03,3.0,5.0,0
1854-11-04,3.0,4.0,0
1854-11-05,2.0,3.0,0
1854-11-06,2.0,4.0,0
1854-11-07,3.0,6.0,0
1854-11-08,3.0,5.0,0
1854-11-09,3.0,8.0,0
1854-11-10,1.0,1.0,0
1854-11-11,0.0,0.0,0
1854-11-12,1.0,0.0,0
1854-11-13,2.0,2.0,0
1854-11-14,3.0,4.0,0
1854-11-15,3.0,3.0,0
1854-11-16,2.0,3.0,0
1854-11-17,3.0,3.0,0
1854-11-18,2.0,2.0,0
1854-11-19,1.0,1.0,0
1854-11-20,2.0,3.0,0
1854-11-21,3.0,4.0,0
1854-11-22,4.0,6.0,0
1854-11-23,3.0,6.0,0
1854-11-24,3.0,4.0,0
1854-11-25,2.0,2.0,0
1854-11-26,1.0,1.0,0
1854-11-27,2.0,2.0,0
1854-11-28,3.0,9.0,0
1854-11-29,3.0,7.0,0
1854-11-30,3.0,3.0,0
1854-12-01,4.0,12.0,0
1854-12-02,4.0,18.0,0
1854-12-03,4.0,8.0,0
1854-12-04,2.0,2.0,0
1854-12-05,3.0,8.0,0
1854-12-06,3.0,3.0,0
1854-12-07,1.0,1.0,0
1854-12-08,2.0,4.0,0
1854-12-09,3.0,6.0,0
1854-12-10,2.0,2.0,0
1854-12-11,3.0,2.0,0
1854-12-12,1.0,1.0,0
1854-12-13,4.0,6.0,0
1854-12-14,3.0,4.0,0
1854-12-15,1.0,1.0,0
1854-12-16,3.0,6.0,0
1854-12-17,2.0,3.0,0
1854-12-18,4.0,12.0,0
1854-12-19,2.0,2.0,0
1854-12-20,3.0,5.0,0
1854-12-21,3.0,5.0,0
1854-12-22,2.0,2.0,0
1854-12-23,3.0,4.0,0
1854-12-24,2.0,2.0,0
1854-12-25,2.0,2.0,0
1854-12-26,0.0,0.0,0
1854-12-27,1.0,1.0,0
1854-12-28,3.0,6.0,0
1854-12-29,5.0,12.0,0
1854-12-30,4.0,12.0,0
1854-12-31,4.0,7.0,0
1855-01-01,2.0,2.0,0
1855-01-02,2.0,4.0,0
1855-01-03,4.0,5.0,0
1855-01-04,1.0,0.0,0
1855-01-05,3.0,5.0,0
1855-01-06,4.0,9.0,0
1855-01-07,3.0,7.0,0
1855-01-08,0.0,0.0,0
1855-01-09,2.0,2.0,0
1855-01-10,2.0,4.0,0
